county,year,month,chlorophyll,rain_mm,lst_c,sst_c,marine_heatwave_days,Nitrate,Total_Phosphorus,spec_cond,streamflow,stream_width,water_temp,tds,tss,turbidity,ph,conductivity,do_mg_l,salinity,Developed_Total,Agriculture_Total,Forest_Total,Shrub_Grass_Total,Wetlands_Total,OpenWater,county_population,total_valid_area_km2,urban_area_km2,urban_pct,non_urban_area_km2,non_urban_pct,roads_area_km2,roads_pct,urban_population_density_km2,non_urban_population_density_km2,total_population_density_km2,date
Marin,2018,5,24.619,11.789,21.298,11.78,0.126,0.23625,NA,219.7,NA,NA,12.8,NA,NA,1.38,7.67,168.6,9.92,0.1,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-05-01
Marin,2018,6,27.15,0.68,27.559,11.73,0.126,0.264285714,NA,264.85,NA,NA,13.9,NA,NA,1.435,7.65,205.95,8.8,0.125,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-06-01
Marin,2018,7,24.166,0,29.048,14.17,0.053,0.31,NA,260.25,NA,NA,14.8,NA,NA,0.905,7.62,215.75,8.3,0.125,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-07-01
Marin,2018,8,21.354,1.44,28.056,13.64,0,0.261428571,NA,300.7,NA,NA,14.5,NA,NA,0.79,7.58,240.39999999999998,7.98,0.14,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-08-01
Marin,2018,9,16.244,3.394,27.063,14.035,0,0.237142857,NA,307.7,NA,NA,14.6,NA,NA,0.96,7.68,241.8,7.05,0.15,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-09-01
Marin,2018,10,15.867,32.511,23.549,14.75,0,0.489,NA,254.8,NA,NA,14.649999999999999,NA,NA,5.43,7.605,203.60000000000002,7.75,0.12,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-10-01
Marin,2018,11,17.673,92.573,17.338,13.375,0,0.534285714,NA,241.3,NA,NA,11.7,NA,NA,3.18,7.39,173.4,9.19,0.12,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-11-01
Marin,2018,12,17.35,94.107,13.263,13.68,5.106,0.369166667,NA,264.8,NA,NA,9.350000000000001,NA,NA,0.8200000000000001,7.58,182.89999999999998,9.85,0.13,14.065600375,1.091001028,29.939850654,48.59521373,4.264130264,1.413588933,262179,2144.9079,116.3313,5.423603503,1952.2323,91.01706884,76.3443,3.559327652,2253.727071,134.2970301,122.2332204,2018-12-01
Marin,2019,1,17.152,173.934,13.481,12.53,3.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-01-01
Marin,2019,2,22.152,299.185,10.787,12.395,0,0.259090909,NA,156.2,NA,NA,9.6,NA,NA,32.75,7.404999999999999,110.94999999999999,10.89,0.07,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-02-01
Marin,2019,3,22.253,201.449,17.533,12.51,2.053,0.313125,NA,147.35,NA,NA,11.5,NA,NA,16.45,7.55,108.3,11.155000000000001,0.07,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-03-01
Marin,2019,4,24.345,36.278,21.17,12.785,9.053,0.30875,NA,178.7,NA,NA,12.1,NA,NA,5.52,7.51,134.4,10.18,0.08,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-04-01
Marin,2019,5,27.613,89.22,21.685,13.75,22.911,0.278571429,0.312,209.35000000000002,NA,NA,12.7,NA,NA,4.755,7.595,158.6,9.675,0.1,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-05-01
Marin,2019,6,23.329,4.987,26.829,13.99,9.874,0.1832025,0.25596725,197.55,NA,NA,13.5,NA,9.8,3.725,7.41,154.85,9.21,0.09,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-06-01
Marin,2019,7,26.142,0,28.192,13.48,0,0.22,NA,240,NA,NA,14.1,NA,NA,1.145,7.45,191.5,8.6,0.11,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-07-01
Marin,2019,8,21.841,0.073,30.072,15.04,0,0.25,NA,248.4,NA,NA,15.4,NA,NA,0.95,7.5600000000000005,203.1,8.16,0.12,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-08-01
Marin,2019,9,16.591,4.466,29.064,14.815,0.037,0.394444444,NA,254.6,NA,NA,15.2,NA,NA,1.24,7.475,207.75,7.765000000000001,0.12,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-09-01
Marin,2019,10,13.658,8.564,24.957,13.18,0,0.22,NA,260.35,NA,NA,11.95,NA,NA,1.13,7.545,196.85,8.015,0.125,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-10-01
Marin,2019,11,16.37,60.442,19.354,12.555,0,0.205,NA,255.2,NA,NA,10.1,NA,NA,0.8,7.525,181.60000000000002,8.545,0.12,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-11-01
Marin,2019,12,15.896,198.647,12.536,12.57,0,0.643888889,NA,257.5,NA,NA,11.1,NA,NA,5.77,7.59,187.3,9.65,0.12,14.080492101,1.082860218,30.02317815,48.478859709999995,4.22997857,1.477457896,261478,2144.9079,116.4294,5.428177126,1952.0946,91.010648990000007,76.3839,3.561173885,2245.80733,133.9474019,121.9063998,2019-12-01
Marin,2020,1,14.514,71.783,12.015,12,0,0.475384615,NA,205.1,NA,NA,9.1,NA,NA,4.36,7.62,149.3,10.39,0.1,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-01-01
Marin,2020,2,15.871,7.082,17.838,11.49,0,0.372727273,NA,204.9,NA,NA,7.5,NA,NA,2.08,7.65,135.3,11.14,0.1,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-02-01
Marin,2020,3,14.734,38.137,16.931,12.39,0,0.234,NA,234.6,NA,NA,9.3,NA,NA,2.02,7.66,159,10.42,0.11,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-03-01
Marin,2020,4,16.039,30.357,21.695,12.445,6.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-04-01
Marin,2020,5,18.714,31.881,24.064,12.73,6.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-05-01
Marin,2020,6,22.235,3.952,29.077,13.54,3.878,0.23,NA,271.9,NA,NA,13.95,NA,NA,1.21,7.675,222.1,7.895,0.13,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-06-01
Marin,2020,7,23.778,0.618,30.183,14.17,0,0.2275,NA,260,NA,NA,13.8,NA,NA,1.19,7.69,204.4,7.79,0.12,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-07-01
Marin,2020,8,21.508,3.212,30.312,14.43,0,0.146427111,NA,270.95000000000005,NA,NA,14.4,NA,NA,1.125,7.5649999999999995,212.95,7.1899999999999995,0.13,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-08-01
Marin,2020,9,18.053,3.41,30.317,14.86,0,0.114681333,NA,296.3,NA,NA,15.4,NA,NA,1.2,7.54,235.2,6.85,0.14,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-09-01
Marin,2020,10,20.46,9.711,26.939,14.25,0,0.2075,NA,319.4,NA,NA,13.8,NA,NA,0.96,7.675,256.3,6.9350000000000005,0.155,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-10-01
Marin,2020,11,13.62,32.675,16.592,12.3,0,0.215,NA,325.29999999999995,NA,NA,11.5,NA,NA,0.69,7.6,238.75,7.76,0.155,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-11-01
Marin,2020,12,12.419,77.446,13.345,11.08,0,0.228931143,NA,331.29999999999995,NA,NA,8.5,NA,NA,0.65,7.720000000000001,228.25,9.465,0.16,14.105245462,1.0659167410000001,30.099887086,48.4652255,4.279617659,1.351176049,260388,2144.9079,116.8083,5.44584222,1951.6833,90.99147334,76.4163,3.56268444,2229.190905,133.4171379,121.3982195,2020-12-01
Marin,2021,1,15.549,111.595,12.72,10.89,0,0.493252857,NA,292.05,NA,NA,8.5,NA,NA,1.16,7.715,198.85,10.59,0.14,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-01-01
Marin,2021,2,13.975,35.669,15.773,11.035,0,0.575302353,NA,265.5,NA,NA,10.1,NA,NA,1.75,7.58,193.9,10.51,0.13,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-02-01
Marin,2021,3,15.955,61.311,17.401,10.51,0,0.407201667,NA,254.3,NA,NA,8.8,NA,NA,0.72,7.75,179.4,11.11,0.12,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-03-01
Marin,2021,4,19.114,11.621,22.049,10.85,0,0.264285714,NA,270.7,NA,NA,10.7,NA,NA,0.82,7.63,197,9.99,0.13,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-04-01
Marin,2021,5,22.323,7.266,26.318,10.94,0,0.539347833,0.464,278.6,NA,NA,12.1,NA,NA,0.7050000000000001,7.62,217.65,9,0.13,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-05-01
Marin,2021,6,25.291,0.748,29.55,13.075,5.317,0.178839959,NA,299.05,NA,NA,13.7,NA,NA,0.64,7.515000000000001,241.89999999999998,7.695,0.14500000000000002,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-06-01
Marin,2021,7,29.248,0,30.809,13.93,0,0.3234675,NA,318.4,NA,NA,14.5,NA,NA,1.02,7.52,261.9,7.21,0.15,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-07-01
Marin,2021,8,23.003,0.075,31.074,15.67,0,0.351608889,NA,339.4,NA,NA,15,NA,NA,1.35,7.41,280.2,6.42,0.16,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-08-01
Marin,2021,9,18.54,4.582,30.07,15.66,0,0.279653333,10.648,347.3,NA,NA,14.7,NA,NA,1.46,7.36,286.1,7.22,0.17,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-09-01
Marin,2021,10,16.017,140.038,24.053,14.02,0,0.21432175,NA,369.4,NA,NA,12.6,NA,NA,2.1399999999999997,7.495,284.54999999999995,7.779999999999999,0.18,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-10-01
Marin,2021,11,14.818,80.833,17.217,14.57,4.984,0.418450588,NA,241.55,NA,NA,12.75,NA,NA,1.78,7.445,180.45,9.71,0.11499999999999999,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-11-01
Marin,2021,12,15.979,170.575,10.281,11.62,0,0.288274667,NA,190.45,NA,NA,10.350000000000001,NA,NA,2.16,7.37,135.7,10.655000000000001,0.09,14.125762952000002,1.049436563,29.788352158000002,48.93070779999999,4.307216995,1.165790592,260112,2144.9079,116.9109,5.450625642,1951.4457,90.98039594,76.5513,3.568978416,2224.873814,133.2919486,121.2695426,2021-12-01
Marin,2022,1,14.521,23.395,13.419,11.66,0,0.338910182,NA,228.4,NA,NA,10.3,NA,NA,2.07,NA,158.3,10.91,0.11,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-01-01
Marin,2022,2,13.702,8.619,16.211,12.095,0,0.274495077,NA,241.4,NA,NA,9.55,NA,NA,0.7749999999999999,7.585,167.95,10.895,0.11499999999999999,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-02-01
Marin,2022,3,16.176,38.882,19.313,11.27,0,0.32625,NA,263.95000000000005,NA,NA,9.75,NA,NA,0.515,7.640000000000001,188.2,10.51,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-03-01
Marin,2022,4,18.119,49.579,18.927,11.11,0,0.245551556,0.107,283.1,NA,NA,11.3,NA,NA,0.9,7.57,210,9.73,0.14,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-04-01
Marin,2022,5,20.552,8.711,23.681,10.92,0,0.296666667,NA,265.3,NA,NA,11.6,297,NA,0.9299999999999999,7.630000000000001,195.45,9.925,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-05-01
Marin,2022,6,24.443,6.335,28.054,12.485,0,0.43,NA,254.7,NA,NA,13.75,NA,NA,0.67,7.529999999999999,203.55,9.04,0.125,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-06-01
Marin,2022,7,29.636,0.005,29.298,13.77,0,0.153123429,0.12,277.3,NA,NA,14.7,NA,NA,0.52,7.49,222.5,7.98,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-07-01
Marin,2022,8,25.582,0.075,31.295,15.1,0.049,0.066149263,0.165,270.4,NA,NA,15,NA,NA,0.425,7.4399999999999995,226.7,7.845,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-08-01
Marin,2022,9,16.488,12.033,27.302,15.36,0,0.047698909,0.0945,272.7,NA,NA,15.4,NA,NA,0.51,7.42,222.6,7.82,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-09-01
Marin,2022,10,16.685,10.598,23.432,14.85,0.947,0.137295333,NA,264.1,NA,NA,13.85,NA,NA,1,7.37,208,7.83,0.125,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-10-01
Marin,2022,11,16.531,40.696,15.466,12.08,0,0.245,NA,266,NA,NA,11.05,NA,NA,1.725,7.345,191.35,7.58,0.13,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-11-01
Marin,2022,12,14.648,244.178,10.798,11.04,0,0.506,NA,257.2,NA,NA,8.8,NA,NA,1.62,7.6,176.3,9.58,0.12,14.143765397,1.071542505,29.878232005,48.653523119999996,4.257511718,1.370038904,256512,2144.9079,116.9775,5.453730671,1951.2054,90.96919266,76.725,3.577076666,2192.831955,131.4633508,119.5911489,2022-12-01
Marin,2023,1,24.589,318.946,11.827,11.92,0,0.472857143,NA,135.8,NA,NA,11.5,NA,NA,24.8,7.25,100,10.52,0.06,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-01-01
Marin,2023,2,16.956,76.074,12.783,11.215,0,0.277,NA,183.64999999999998,NA,NA,9.05,NA,NA,8.280000000000001,7.395,128.35,10.995000000000001,0.09,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-02-01
Marin,2023,3,25.032,236.431,14.031,11.07,0,0.254444444,NA,161.8,NA,NA,9.2,NA,NA,10.2,7.39,113.4,11.21,0.08,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-03-01
Marin,2023,4,20.631,18.183,19.303,10.725,0,0.313,NA,166.3,NA,NA,9.6,NA,NA,6.89,7.35,119,10.99,0.08,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-04-01
Marin,2023,5,24.064,22.949,21.935,12.63,2.841,0.204008909,0.047,199.8,NA,NA,11.55,NA,NA,3.0300000000000002,7.45,146.95,10.024999999999999,0.095,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-05-01
Marin,2023,6,26.767,4.924,24.574,13.935,7.874,0.231428571,NA,235.75,NA,NA,12.7,NA,NA,1.19,7.305,182.35000000000002,9.24,0.11,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-06-01
Marin,2023,7,25.92,0,28.677,13.72,0,0.127319143,0.074,245.6,NA,NA,13.7,NA,NA,1.09,7.59,196.6,8.86,0.12,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-07-01
Marin,2023,8,21.141,0.075,29.453,15.97,4.337,0.206,NA,245.6,NA,NA,15.05,NA,NA,1.13,7.415,203.95,8.305,0.11499999999999999,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-08-01
Marin,2023,9,19.594,4.239,26.456,15.835,0.11,0.23,NA,253.6,NA,NA,15,NA,NA,1.295,7.425000000000001,205.9,7.405,0.12,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-09-01
Marin,2023,10,15.428,18.506,24.552,15.41,3.789,0.179960333,0.094,250.5,NA,NA,13.6,NA,NA,0.99,7.45,199.2,7.19,0.12,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-10-01
Marin,2023,11,13.624,65.408,16.225,13.62,0,0.26,NA,256.25,NA,NA,12.7,NA,NA,1.41,7.46,189.89999999999998,9.345,0.12,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-11-01
Marin,2023,12,11.247,172.502,12.774,13.28,0.016,0.21,NA,252.3,NA,NA,11.1,NA,NA,1.705,7.29,185.2,9.65,0.12,14.16918061,1.100928846,30.014507853,48.404003949999996,4.195628318,1.49546034,254861,2144.9079,117.1449,5.461535202,1950.8985,90.95488436,76.8645,3.583580442,2175.604743,130.6377549,118.8214189,2023-12-01
Marin,2024,1,17.424,203.891,11.418,12.66,10.033,0.5,NA,152.9,NA,NA,11,NA,NA,13,7.36,112.6,10.51,0.07,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-01-01
Marin,2024,2,20.369,166.377,12.281,13.34,5.089,0.30375,NA,174.5,NA,NA,11,NA,NA,18.4,7.34,125.19999999999999,10.52,0.08499999999999999,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-02-01
Marin,2024,3,18.941,99.616,16.407,13.36,6.841,0.318333333,NA,172.7,NA,NA,11.3,NA,NA,21.4,7.43,126.8,10.56,0.08,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-03-01
Marin,2024,4,16.301,31.918,19.306,12.535,1.98,0.278888889,NA,182.5,NA,NA,11.5,NA,NA,11.1,7.45,138.2,10.41,0.09,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-04-01
Marin,2024,5,21.461,31.366,23.067,12.06,0.947,0.23,NA,220.6,NA,NA,11.7,NA,NA,2.275,7.445,166.1,10.09,0.10500000000000001,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-05-01
Marin,2024,6,25.841,6.006,26.784,12.495,0,0.23,NA,242.45,NA,NA,13.850000000000001,NA,NA,1.2650000000000001,7.484999999999999,193.4,9.075,0.12,14.201942412000001,1.063798807,30.095849775,48.34106159,4.19880522,1.483480772,254743,2144.9079,117.5265,5.479326175,1950.4134,90.932268,76.968,3.588405824,2167.536683,130.6097466,118.7664048,2024-06-01
